"identity","extraverted","critical","dependable","anxious","open","reserved","sympathetic","disorganized","calm","conventional","af1","af2","af3","af4","af5","af6","af7","af8","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","age","region","education","urban","trust_eu","trust_nat","trust_loc","sex","age_mean","concealing","tolerating","adjusting","trust_index","extraversion","conscientiousness","neuroticism","openness","agreeableness","soc_trust","ideology","salience"
3024625,4,6,5,2,6,5,5,2,6,6,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,48,"Syddanmark","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",1,3,6,"Male",-2.93416,30,19,23,10,6,10,3,7,6,8,8,3
3024850,7,6,6,4,7,2,6,4,5,5,4,4,4,3,4,4,4,4,4,4,3,4,4,4,5,5,4,5,5,4,60,"Hovedstaden","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",2,2,2,"Male",-14.93416,34,19,25,6,12,9,6,9,7,6,5,3
3025300,4,7,6,2,6,7,5,3,6,3,4,4,4,3,3,4,3,3,4,3,4,2,3,3,4,4,4,2,4,4,36,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,4,5,"Female",9.0658398,27,19,20,14,4,10,3,10,5,7,1,3
3025625,1,3,5,1,5,4,4,4,5,5,3,4,3,3,3,3,5,3,4,3,4,3,3,1,3,3,3,2,5,3,53,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,8,5,"Male",-7.9341602,24,14,23,16,4,8,3,7,8,7,6,2
3026272,5,1,6,2,5,4,5,5,6,5,3,4,4,4,4,2,4,3,3,3,3,5,3,2,3,4,3,3,5,3,47,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",0,0,0,"Male",-1.93416,25,14,26,0,8,8,3,7,11,NA,NA,1
3026425,2,4,4,4,5,6,4,5,6,6,4,4,2,4,4,4,5,2,5,3,5,5,4,4,4,4,3,3,4,4,34,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",6,6,7,"Male",11.06584,31,18,26,19,3,6,5,6,7,7,7,3
3026782,3,4,7,6,4,6,7,1,4,6,2,4,4,4,4,4,3,3,3,2,5,3,2,3,4,4,4,5,4,4,44,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",1,2,7,"Female",1.06584,26,20,22,10,4,13,9,5,10,7,NA,2
3026905,5,5,6,2,6,3,5,1,6,3,5,3,4,3,3,3,4,4,4,4,4,4,4,1,4,4,3,3,4,4,46,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",6,7,7,"Female",-0.93415999,31,15,22,20,9,12,3,10,7,7,3,4
3027072,4,5,7,2,6,6,7,2,5,3,4,3,4,3,3,4,3,4,5,3,3,3,3,3,4,3,5,3,4,3,58,"Syddanmark","Kort videregående uddannelse under 3 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",1,5,5,"Male",-12.93416,28,19,19,11,5,12,4,10,9,4,7,3
3027633,6,6,5,4,5,4,4,4,5,3,4,2,3,2,4,2,3,3,3,2,3,3,4,3,3,3,3,3,3,2,59,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",0,4,5,"Male",-13.93416,25,14,16,9,9,8,6,9,5,3,3,4
3027976,5,5,5,3,5,1,6,4,6,1,3,3,5,5,3,5,5,3,2,2,5,5,2,5,2,5,5,3,5,4,32,"Nordjylland","Mellemlang videregående uddannelse 3-4 år","Udenfor bymæssig bebyggelse – landområde",7,7,7,"Female",13.06584,21,25,28,21,11,8,4,11,8,10,3,3
3028273,6,4,7,1,6,2,7,2,6,7,2,1,5,4,4,1,5,2,1,1,5,5,1,1,1,5,5,1,5,2,48,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",7,7,7,"Male",-2.93416,13,17,25,21,11,12,2,6,10,8,4,2
3028408,5,4,5,3,5,1,4,3,4,2,3,4,3,4,4,3,4,3,3,4,4,4,3,2,5,3,4,4,4,3,48,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",8,8,8,"Male",-2.93416,29,16,23,24,11,9,6,10,7,8,4,3
3028780,3,2,7,3,4,6,5,7,4,4,5,4,4,2,4,2,2,3,5,4,5,2,4,4,4,3,4,4,2,4,51,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",1,3,6,"Male",-5.9341602,34,19,15,10,4,7,6,7,10,4,8,3
3029465,6,4,5,3,3,2,4,3,6,4,4,3,2,3,2,4,2,4,3,2,3,3,3,2,3,3,4,4,3,3,43,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",2,8,8,"Male",2.06584,24,15,17,18,11,9,4,6,7,5,6,2
3029740,4,2,7,1,6,6,6,1,6,2,4,2,4,3,3,4,2,4,4,4,4,3,4,1,4,3,4,3,3,4,46,"Sjælland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",0,3,3,"Male",-0.93415999,30,17,16,6,5,13,2,11,11,5,3,2
3030417,5,5,6,3,5,6,4,2,5,6,1,4,3,5,3,5,1,4,2,1,4,5,2,2,1,2,4,4,5,2,46,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",5,5,0,"Female",-0.93415999,16,18,22,10,6,11,5,6,6,1,4,3
3030940,6,6,3,4,5,2,5,5,4,3,3,3,4,4,3,3,4,3,4,3,4,4,3,4,3,5,4,3,4,3,41,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",7,9,9,"Male",4.0658398,25,19,24,25,11,5,7,9,6,6,2,4
3031146,4,5,7,3,3,6,4,1,6,4,3,5,3,1,4,2,4,3,5,3,4,3,5,1,4,2,1,4,2,4,44,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,4,3,"Male",1.06584,32,11,17,10,5,13,4,6,6,4,10,4
3032427,7,5,5,2,7,1,4,2,5,2,3,4,4,2,4,3,4,3,2,1,4,3,2,3,1,3,3,3,3,2,48,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",0,7,8,"Male",-2.93416,18,17,19,15,13,10,4,12,6,8,10,3
3033082,3,3,5,1,4,5,4,5,5,2,3,3,3,4,1,3,3,3,3,3,1,3,3,3,5,3,1,5,3,3,61,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",5,5,5,"Male",-15.93416,26,11,19,15,5,7,3,9,8,9,2,4
3033164,5,4,6,4,4,3,6,2,6,5,3,4,3,3,3,3,3,3,4,2,4,3,3,3,3,4,3,3,4,3,44,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",4,6,7,"Male",1.06584,24,16,21,17,9,11,5,6,9,8,7,2
3033235,5,5,5,2,4,2,3,2,5,3,4,3,4,2,3,4,2,4,4,2,4,3,4,4,5,5,3,4,3,5,43,"Nordjylland","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",7,6,6,"Female",2.06584,31,19,18,19,10,10,4,8,5,4,7,4
3033422,5,4,6,2,4,5,5,5,6,5,5,5,3,5,2,3,5,2,5,5,3,3,5,1,5,4,3,3,4,5,62,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",2,5,6,"Female",-16.93416,35,13,26,13,7,8,3,6,8,2,5,2
3033437,4,4,6,4,7,4,4,5,4,1,3,3,4,4,3,4,4,3,4,2,4,4,4,4,4,4,4,2,3,3,38,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,3,2,"Female",7.0658398,25,20,22,8,7,8,7,13,7,7,3,3
3033580,4,5,5,3,5,4,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,64,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",0,8,8,"Female",-18.93416,24,14,18,16,7,9,5,8,6,7,9,3
3033693,7,7,7,2,6,2,5,3,7,5,3,4,4,4,2,3,4,2,3,4,4,4,3,4,4,4,4,2,5,4,61,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",9,9,9,"Male",-15.93416,25,19,25,27,12,11,2,8,5,10,5,4
3034058,5,4,4,4,4,4,6,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,4,4,47,"Midtjylland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",8,8,8,"Female",-1.93416,28,18,24,24,8,7,7,7,9,6,5,3
3034107,7,5,4,5,7,4,7,3,5,6,4,4,4,5,4,3,3,5,4,4,4,3,4,4,4,3,5,4,5,2,28,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",6,7,7,"Male",17.06584,30,20,23,20,10,8,7,8,9,0,0,2
3034316,1,1,5,5,4,1,5,1,7,1,5,5,1,3,3,5,1,2,4,5,5,2,1,5,5,3,5,1,3,2,61,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,0,0,"Female",-15.93416,26,21,17,0,7,11,5,10,11,0,NA,1
3034458,4,3,3,5,3,3,5,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,41,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",3,4,4,"Male",4.0658398,24,16,18,11,8,6,8,7,9,6,NA,2
3034765,4,6,3,5,6,1,4,2,5,5,5,2,4,2,5,5,5,2,2,1,5,4,3,5,2,3,5,4,4,2,45,"Hovedstaden","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",0,4,4,"Male",0.065839998,24,24,20,8,10,8,7,8,5,2,5,4
3034971,3,4,5,3,5,4,4,5,2,5,5,3,4,3,4,4,3,4,4,3,4,3,4,4,5,3,4,5,3,3,43,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",2,2,6,"Female",2.06584,33,20,18,10,6,7,8,7,7,6,1,3
3035060,4,5,6,4,5,5,5,3,5,5,3,2,4,2,3,4,4,2,3,3,4,2,4,2,4,2,4,1,2,3,40,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",NA,NA,NA,"Female",5.0658398,24,18,14,NA,6,10,6,7,7,7,7,2
3035243,1,1,1,1,5,3,3,5,5,7,3,1,4,3,4,3,2,4,3,3,3,3,3,2,3,4,2,3,5,3,54,"Syddanmark","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",NA,NA,NA,"Female",-8.9341602,25,14,18,NA,5,3,3,5,9,5,5,2
3035589,5,5,6,5,4,1,4,4,3,1,5,2,4,2,3,2,4,4,5,4,4,3,1,2,5,4,4,1,4,5,53,"Nordjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",0,3,8,"Female",-7.9341602,29,16,19,11,11,9,9,10,6,7,6,4
3035989,5,5,5,3,5,3,4,2,4,3,5,5,4,4,4,4,5,4,5,4,4,5,5,4,5,5,5,3,5,5,43,"Hovedstaden","Kort videregående uddannelse under 3 år","Hovedstadsområdet",2,7,4,"Female",2.06584,36,21,29,13,9,10,6,9,6,8,0,3
3036029,6,3,7,2,7,4,4,1,7,2,5,5,4,5,5,4,1,3,4,4,4,2,5,4,4,4,4,4,4,5,47,"Midtjylland","Almengymnasial uddannelse (studentereksamen/HF)","Bymæssig bebyggelse 10.000-49.999 indbyggere",2,5,1,"Male",-1.93416,36,20,21,8,9,13,2,12,8,2,9,2
3036506,6,4,6,2,7,2,6,2,5,4,2,4,4,2,4,3,3,3,4,2,4,3,4,4,4,2,4,4,3,4,62,"Syddanmark","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",8,8,8,"Male",-16.93416,28,19,17,24,11,11,4,10,9,7,10,3
3036669,4,4,5,1,6,3,5,2,6,4,3,4,4,3,2,3,4,3,3,3,4,3,3,4,3,4,4,3,3,3,45,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",3,5,5,"Female",0.065839998,23,19,21,13,8,10,2,9,8,5,6,3
3036707,2,2,6,2,4,6,5,4,5,4,3,4,3,4,4,3,3,2,3,4,4,4,3,2,2,3,3,2,4,4,42,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",4,4,4,"Male",3.06584,25,15,22,12,3,9,4,7,10,8,3,2
3036808,6,5,7,2,5,3,5,3,7,2,3,3,3,3,3,3,3,2,2,2,5,3,2,3,4,4,4,1,3,2,37,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",7,7,4,"Female",8.0658398,19,18,19,18,10,11,2,10,7,7,6,4
3036820,2,2,4,2,2,4,4,5,2,4,3,3,2,2,4,3,2,2,3,3,3,2,3,2,4,1,3,1,2,3,53,"Syddanmark","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",NA,NA,NA,"Female",-7.9341602,24,13,12,NA,5,6,7,5,9,5,2,2
3036901,3,7,5,3,7,1,5,5,4,7,5,5,4,1,5,2,3,1,5,2,5,2,5,3,5,3,3,5,2,4,39,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",4,7,7,"Male",6.0658398,36,17,16,18,9,7,6,7,5,4,7,4
3037067,6,6,7,1,5,4,6,3,7,2,2,5,5,5,2,4,5,2,3,4,5,5,3,3,4,5,4,2,5,4,36,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",6,7,6,"Female",9.0658398,24,21,30,19,9,11,1,10,7,10,6,4
3037088,5,5,5,4,5,5,6,3,3,2,3,5,5,4,3,5,3,5,2,3,5,4,2,5,2,3,5,3,5,3,36,"Nordjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",1,3,7,"Female",9.0658398,21,25,24,11,7,9,8,10,8,9,2,3
3037324,5,5,6,2,4,3,3,3,5,4,3,4,3,3,4,1,3,3,4,3,4,2,4,2,3,5,2,2,2,4,73,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",5,9,9,"Male",-27.93416,27,12,19,23,9,10,4,7,5,9,4,3
3037325,6,5,5,3,5,4,4,3,4,4,3,4,4,4,4,3,4,2,4,3,3,4,3,3,4,3,4,3,4,4,68,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",4,6,7,"Male",-22.93416,28,17,23,17,9,9,6,8,6,7,5,3
3037553,5,6,6,1,7,4,6,2,6,2,3,3,4,3,2,5,2,3,3,3,5,2,3,3,3,2,4,3,2,3,52,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",2,4,5,"Male",-6.9341602,23,21,14,11,8,11,2,12,7,8,1,3
3037602,3,5,5,1,5,5,5,2,5,2,4,3,4,3,3,4,4,4,2,4,4,4,4,4,3,4,4,2,4,3,69,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",5,5,5,"Male",-23.93416,25,20,22,15,5,10,3,10,7,9,6,3
3037889,3,7,6,7,1,7,5,7,7,7,1,1,5,1,1,5,5,1,5,1,5,1,1,5,5,1,5,5,1,1,61,"Nordjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",1,0,2,"Male",-15.93416,20,25,10,3,3,6,7,1,5,9,NA,3
3037942,3,3,3,3,5,4,4,4,5,3,4,4,4,4,3,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,37,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",4,7,8,"Female",8.0658398,28,19,24,19,6,6,5,9,8,9,3,3
3038738,6,5,6,4,6,2,6,4,5,3,4,4,4,4,3,4,4,3,3,3,3,4,3,3,3,4,3,3,4,4,53,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",2,6,8,"Female",-7.9341602,26,17,24,16,11,9,6,10,8,5,9,4
3039383,3,3,6,4,3,4,5,2,3,3,2,3,4,5,3,4,4,4,4,3,4,4,3,3,3,4,4,3,4,5,48,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",4,6,8,"Male",-2.93416,26,19,24,18,6,11,8,7,9,8,6,2
3039783,7,4,5,3,6,3,7,4,4,2,3,4,4,4,3,3,4,1,2,3,4,3,3,3,3,4,2,3,4,3,30,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",5,8,8,"Male",15.06584,23,16,23,21,11,8,6,11,10,5,0,3
3039861,2,1,6,3,4,7,6,2,7,2,4,3,2,4,3,3,4,2,4,4,4,2,4,3,4,2,2,3,3,4,36,"Midtjylland","Kort videregående uddannelse under 3 år","Udenfor bymæssig bebyggelse – landområde",3,6,8,"Female",9.0658398,30,14,18,17,2,11,3,9,12,4,NA,2
3040575,1,1,4,3,4,4,4,2,4,5,2,2,2,3,2,2,2,2,1,1,5,2,1,3,2,2,2,2,2,2,74,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",2,4,5,"Female",-28.93416,13,14,13,11,4,9,6,6,10,8,NA,2
3040603,5,5,5,2,4,2,5,2,5,4,2,3,4,3,2,4,5,4,2,2,5,5,2,2,2,4,4,2,5,2,32,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",8,8,8,"Female",13.06584,16,19,25,24,10,10,4,7,7,9,3,3
3040909,6,5,6,2,5,3,5,1,4,2,4,3,4,3,3,3,4,3,3,3,3,4,4,4,4,4,3,3,3,4,60,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",6,6,6,"Male",-14.93416,28,17,21,18,10,12,5,10,7,6,6,3
3041500,6,5,5,3,5,2,4,3,4,3,2,3,3,4,3,4,3,3,3,2,4,4,3,4,2,3,4,3,4,3,41,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",3,5,5,"Female",4.0658398,21,19,21,13,11,9,6,9,6,7,5,3
3041563,3,3,5,2,5,3,4,2,5,6,3,4,4,2,3,2,4,2,3,3,4,3,3,1,4,3,4,3,3,4,35,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",4,6,8,"Female",10.06584,26,15,19,18,7,10,4,6,8,7,5,3
3041655,1,5,3,5,4,7,5,1,3,6,5,3,4,2,5,1,4,5,5,5,5,1,1,2,3,1,2,3,2,4,32,"Syddanmark","Lang videregående uddannelse 5 år eller mere","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",3,1,2,"Male",13.06584,31,14,13,6,1,9,9,5,7,3,6,3
3042171,6,5,6,3,2,1,4,4,3,6,2,1,3,3,3,4,3,4,2,3,4,3,2,3,3,3,4,2,3,1,42,"Hovedstaden","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",NA,NA,NA,"Female",3.06584,18,18,16,NA,12,9,7,3,6,2,NA,1
3042213,6,6,5,3,5,5,5,4,6,5,3,5,4,2,2,5,5,2,5,5,5,3,5,5,5,5,4,4,5,4,39,"Midtjylland","Almengymnasial uddannelse (studentereksamen/HF)","Bymæssig bebyggelse 10.000-49.999 indbyggere",0,6,7,"Male",6.0658398,33,23,25,13,8,8,4,7,6,5,6,3
3042430,5,5,5,5,5,3,6,3,3,2,3,3,4,2,2,2,3,2,3,2,2,4,3,2,2,4,4,2,3,4,68,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",2,4,6,"Female",-22.93416,21,14,19,12,9,9,9,10,8,8,1,3
3042502,4,3,5,1,5,3,5,2,7,2,2,4,5,5,2,2,5,5,2,1,5,2,1,1,4,5,3,4,5,5,31,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",5,5,5,"Female",14.06584,21,16,26,15,8,10,1,10,9,3,2,4
3043025,6,5,7,6,6,4,6,3,5,1,3,4,4,3,2,5,5,2,4,2,4,4,3,3,3,5,5,3,5,4,38,"Midtjylland","Grund-/folkeskole","Udenfor bymæssig bebyggelse – landområde",1,4,5,"Female",7.0658398,24,21,26,10,9,11,8,12,8,7,0,3
3043580,7,6,7,2,7,1,6,1,5,1,4,3,4,4,4,3,4,4,3,3,4,3,3,2,3,4,5,2,4,1,52,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",0,2,2,"Female",-6.9341602,23,18,22,4,13,13,4,13,7,8,8,4
3043653,6,7,5,1,4,1,4,1,4,2,4,2,4,3,1,3,3,5,3,3,5,4,4,4,5,3,5,4,5,1,61,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",0,0,0,"Male",-15.93416,25,21,20,0,12,11,4,9,4,0,10,4
3043758,4,3,4,3,4,4,7,1,3,2,4,3,4,3,4,1,1,4,4,2,4,2,3,1,4,3,3,4,3,5,30,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",NA,NA,8,"Female",15.06584,30,13,15,NA,7,10,7,9,11,7,NA,2
3043834,6,4,6,1,6,2,6,2,6,5,2,4,4,4,2,4,4,2,3,2,4,4,2,3,3,4,5,2,4,4,55,"Syddanmark","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,7,8,"Male",-9.9341602,20,20,24,20,11,11,2,8,9,6,3,4
3044036,3,7,4,4,5,1,6,7,5,1,3,3,3,5,5,5,5,3,5,3,5,3,3,5,3,3,5,3,3,5,40,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",1,2,3,"Male",5.0658398,30,23,22,6,9,4,6,11,6,NA,2,4
3044516,6,6,6,3,5,3,6,3,6,6,2,3,4,3,3,4,4,3,3,2,4,4,2,4,3,4,4,4,4,3,58,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",1,4,8,"Female",-12.93416,22,20,22,13,10,10,4,6,7,7,0,4
3044922,6,5,6,4,5,4,5,2,6,4,3,4,4,3,3,4,4,5,3,3,4,2,3,3,4,4,4,3,3,3,45,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",4,6,6,"Female",0.065839998,25,19,20,16,9,11,5,8,7,10,5,3
3045276,6,6,6,4,5,1,5,2,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,4,3,4,4,2,4,4,64,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",1,6,8,"Male",-18.93416,26,20,23,15,12,11,7,8,6,7,6,4
3045775,6,5,6,4,3,3,4,2,3,5,1,2,2,3,1,4,2,3,1,1,4,3,1,2,1,3,3,2,3,2,34,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",7,6,7,"Female",11.06584,10,15,16,20,10,11,8,5,6,7,3,4
3046335,5,6,7,4,4,5,6,2,6,2,1,3,4,3,4,4,3,4,1,2,3,2,1,4,2,3,5,1,3,3,39,"Hovedstaden","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,3,4,"Female",6.0658398,15,20,17,10,7,12,5,9,7,5,NA,2
3046457,4,5,6,4,5,6,4,1,5,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,55,"Hovedstaden","Kort videregående uddannelse under 3 år","Udenfor bymæssig bebyggelse – landområde",3,6,4,"Male",-9.9341602,24,16,18,13,5,12,6,8,6,8,8,4
3046482,4,4,6,2,6,4,5,2,6,6,4,4,4,4,1,4,5,3,4,5,5,4,4,2,4,4,5,2,5,3,32,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,7,3,"Male",13.06584,27,20,26,15,7,11,3,7,8,8,3,2
3046868,6,5,7,2,4,4,6,1,6,6,4,4,5,4,4,4,3,3,4,4,3,4,5,3,5,4,4,2,4,5,40,"Midtjylland","Grund-/folkeskole","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",3,3,3,"Female",5.0658398,33,19,23,9,9,13,3,5,8,7,2,3
3046872,4,2,5,4,4,5,5,3,4,3,3,3,4,4,3,4,3,3,2,2,4,3,2,3,3,3,4,2,4,4,57,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",3,5,5,"Female",-11.93416,21,19,20,13,6,9,7,8,10,7,6,2
3047132,7,5,6,4,5,4,4,3,5,4,4,3,3,4,4,4,4,2,3,3,5,4,5,3,4,3,5,3,5,4,61,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",2,4,8,"Male",-15.93416,30,20,23,14,10,10,6,8,6,9,5,3
3047138,5,4,5,3,4,3,5,2,4,4,3,3,3,3,3,2,3,2,4,2,4,3,4,3,3,4,2,3,3,3,40,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",5,5,5,"Female",5.0658398,25,14,19,15,9,10,6,7,8,7,8,3
3047267,6,5,6,3,6,3,6,1,6,2,4,4,1,3,1,1,3,1,4,2,2,3,4,1,3,4,1,3,3,4,72,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",5,9,9,"Male",-26.93416,25,6,20,23,10,12,4,11,8,7,9,4
3047396,6,5,6,2,4,1,7,4,3,2,1,1,4,2,3,2,2,3,1,1,2,4,1,2,2,2,4,4,3,3,50,"Hovedstaden","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",NA,NA,NA,"Female",-4.9341602,16,14,14,NA,12,9,6,9,9,5,NA,2
3047446,7,7,7,4,7,2,7,1,6,2,2,4,4,4,4,3,4,4,3,2,4,2,4,4,4,4,4,1,5,3,52,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",0,0,8,"Female",-6.9341602,23,19,23,8,12,13,5,12,7,10,5,4
3047560,5,6,7,1,5,1,7,1,7,1,4,4,4,4,2,4,4,5,4,4,5,4,3,4,4,5,4,3,4,3,59,"Nordjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",4,5,8,"Male",-13.93416,27,21,25,17,11,13,1,11,8,8,7,3
3047627,5,4,6,5,5,1,6,3,3,6,4,5,4,4,5,4,3,3,4,4,4,4,5,3,5,3,4,2,3,4,28,"Midtjylland","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",1,3,3,"Female",17.06584,33,19,22,7,11,10,9,6,9,3,3,3
3048170,5,2,5,3,5,4,5,4,4,3,4,3,4,3,3,2,3,4,4,4,4,2,4,2,5,2,4,4,3,5,56,"Syddanmark","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",2,2,4,"Female",-10.93416,33,16,16,8,8,8,6,9,10,7,NA,2
3048639,6,7,5,3,5,4,4,2,3,4,3,3,4,2,2,4,4,5,2,3,4,4,3,3,4,3,5,4,5,5,55,"Hovedstaden","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,9,5,"Male",-9.9341602,26,20,21,14,9,10,7,8,4,6,8,4
