"identity","extraverted","critical","dependable","anxious","open","reserved","sympathetic","disorganized","calm","conventional","af1","af2","af3","af4","af5","af6","af7","af8","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","age","inputstate","region","education","urban","ideology","trust_fed","trust_nat","trust_loc","soc_trust","sex","concealing","tolerating","adjusting","trust_index","salience","age_mean","extraversion","agreeableness","conscientiousness","neuroticism","openness"
22038562,1,5,3,7,1,7,1,3,3,6,5,3,1,2,5,1,1,1,5,5,1,1,5,1,4,2,1,4,1,4,22,"Missouri","South","Some college","Suburb",NA,0,3,6,0,"Male",37,5,11,9,1,24.58795,1,3,7,11,2
22079635,3,2,7,7,3,6,7,1,3,4,3,3,2,3,3,1,2,3,3,2,4,3,2,1,4,3,4,3,3,3,43,"Pennsylvania","Northeast","2-year","Town",NA,NA,NA,NA,1,"Male",23,12,20,NA,1,3.58795,4,12,13,11,6
22092137,7,4,7,2,2,2,2,1,7,3,3,4,4,1,1,1,4,3,4,4,4,2,3,3,4,2,3,3,2,2,67,"Minnesota","South","4-year","Suburb",10,0,0,0,5,"Female",24,15,18,0,4,-20.41205,12,5,13,2,6
22094807,3,4,5,4,4,3,4,3,3,3,3,2,3,4,2,3,2,3,2,2,4,2,2,3,2,3,3,3,3,4,27,"New York","Northeast","High school graduate","City",2,5,7,5,5,"Male",20,16,19,17,2,19.58795,7,7,9,8,8
22145735,3,5,4,2,5,2,2,5,4,3,1,3,4,3,1,4,4,1,3,4,2,1,3,1,2,1,5,2,1,2,58,"Indiana","South","High school graduate","Suburb",10,0,5,7,1,"Female",18,16,14,12,2,-11.41205,8,4,6,5,9
22163277,4,4,3,2,7,4,5,2,4,2,4,3,3,3,5,4,2,2,5,3,5,3,3,5,3,3,5,2,2,4,60,"Texas","Midwest","4-year","Suburb",0,6,0,5,7,"Female",29,22,18,11,3,-13.41205,7,8,8,5,12
22191088,3,4,2,6,6,7,6,4,3,3,2,3,3,1,4,2,2,1,5,2,3,2,3,2,4,1,4,4,2,5,28,"California","West","High school graduate","City",2,4,4,4,5,"Female",29,14,12,12,4,18.58795,3,9,5,10,10
22230059,4,4,5,4,6,7,2,3,7,1,5,3,5,3,5,1,3,2,5,5,5,1,5,5,5,3,4,5,3,5,38,"Pennsylvania","Northeast","Some college","City",5,0,2,4,2,"Female",40,20,18,6,4,8.5879498,4,5,9,4,12
22233965,6,2,6,2,6,4,4,1,6,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,5,63,"Texas","Midwest","4-year","Suburb",8,0,4,9,5,"Female",31,19,27,13,4,-16.41205,9,9,12,3,10
22241573,5,2,6,2,6,4,5,1,6,1,3,5,4,5,3,3,4,5,3,3,5,5,3,5,4,4,3,4,5,4,41,"Colorado","West","4-year","City",3,4,4,5,7,"Female",27,20,33,13,3,5.5879502,8,10,12,3,12
22264431,7,5,7,4,6,4,3,3,6,2,3,5,4,5,3,4,5,3,4,3,4,5,3,4,4,5,5,2,5,4,64,"Maryland","Midwest","Some college","City",8,0,2,5,5,"Female",26,21,33,7,4,-17.41205,10,5,11,5,11
22399717,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,"New York","Northeast","Some college","City",NA,NA,NA,NA,NA,"Male",24,15,21,NA,NA,16.58795,7,7,7,7,7
22400472,4,5,4,5,3,5,4,4,5,5,3,4,4,2,3,3,3,3,2,3,3,4,3,3,2,2,3,4,4,4,32,"South Carolina","Midwest","Some college","Rural area",0,6,8,8,6,"Male",24,16,22,22,1,14.58795,6,6,7,7,5
22403941,2,4,6,4,3,6,4,1,6,7,3,4,4,4,4,2,3,3,3,4,3,4,3,4,5,3,4,4,4,4,63,"Florida","Midwest","Some college","Suburb",9,1,5,10,2,"Female",30,17,25,16,4,-16.41205,3,7,12,5,3
22499595,4,4,6,3,5,5,5,2,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,22,"South Carolina","Midwest","High school graduate","Rural area",7,5,5,5,6,"Male",24,15,21,15,3,24.58795,6,8,11,5,10
22548392,7,2,7,1,6,4,2,1,7,2,5,5,3,5,4,4,5,4,5,4,4,5,4,4,4,5,3,4,5,5,55,"Georgia","Midwest","Post-grad","Suburb",6,8,7,7,8,"Female",35,18,34,22,4,-8.4120502,10,7,13,1,11
22576820,4,5,4,4,5,5,3,4,6,4,3,4,2,3,2,3,4,2,2,3,1,3,2,3,4,3,2,2,4,3,23,"Georgia","Midwest","Some college","Suburb",5,0,0,0,NA,"Female",21,11,23,0,0,23.58795,6,5,7,5,8
22585514,2,4,7,2,6,4,1,4,7,5,4,5,4,5,2,3,5,3,3,2,4,2,3,4,4,4,4,3,4,3,44,"Hawaii","West","2-year","City",3,5,7,7,7,"Female",24,19,28,19,3,2.58795,5,4,10,2,8
22628883,4,1,7,3,3,7,6,1,6,1,3,4,4,3,3,2,3,2,3,4,3,4,3,2,3,4,2,4,4,4,31,"Washington","West","High school graduate","Suburb",NA,0,0,0,5,"Male",27,13,24,0,0,15.58795,4,12,13,4,9
22642783,5,3,6,2,5,2,6,2,6,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,50,"Florida","Midwest","2-year","Suburb",8,0,3,1,2,"Female",31,17,28,4,1,-3.41205,10,10,11,3,10
22674994,2,1,5,1,7,7,7,4,7,4,4,4,5,5,1,2,5,3,4,3,5,4,1,5,3,3,4,2,3,3,57,"Nevada","West","Some college","City",8,1,5,5,3,"Male",21,21,27,11,2,-10.41205,2,13,8,1,10
22676422,5,3,6,2,4,5,5,2,6,4,1,4,4,1,5,2,5,2,3,1,5,5,1,3,4,4,4,1,5,3,53,"Georgia","Midwest","High school graduate","Suburb",5,0,2,3,8,"Female",19,18,26,5,2,-6.4120498,7,9,11,3,7
22710766,5,5,6,3,5,3,5,3,5,2,4,5,5,2,4,5,5,4,5,4,5,5,4,5,4,4,5,5,5,5,65,"Tennessee","Midwest","Some college","Rural area",10,5,9,9,9,"Female",35,25,30,23,3,-18.41205,9,7,10,5,10
22801388,5,4,4,3,5,4,2,4,5,3,4,2,1,4,2,3,3,3,3,3,2,3,4,1,4,4,2,1,3,3,49,"Pennsylvania","Northeast","Some college","Rural area",8,0,2,4,6,"Female",24,9,22,6,3,-2.41205,8,5,7,5,9
22827214,4,3,5,3,5,5,3,2,6,1,4,4,4,3,3,2,4,2,4,4,4,4,4,4,4,4,3,3,4,4,58,"Texas","Midwest","Post-grad","Rural area",7,0,6,6,6,"Male",30,17,25,12,3,-11.41205,6,7,10,4,11
22841001,4,3,4,3,3,4,4,2,4,1,3,3,3,3,2,3,3,3,2,3,2,4,3,3,2,3,3,2,3,3,58,"Texas","Midwest","High school graduate","Suburb",10,0,4,0,5,"Female",20,14,22,4,3,-11.41205,7,8,9,6,9
22846940,3,2,6,2,6,6,2,2,2,2,5,3,3,3,4,2,3,2,5,4,4,4,1,3,4,3,4,1,4,4,49,"Washington","West","No HS","Town",9,0,0,1,1,"Female",28,16,22,1,4,-2.41205,4,7,11,7,11
40023272,5,1,7,2,6,6,6,1,6,2,4,5,5,5,4,2,5,5,4,4,1,1,4,4,5,4,2,4,5,5,26,"Texas","Midwest","Some college","City",5,0,0,0,0,"Male",34,14,30,0,1,20.58795,6,12,13,3,11
40066022,5,2,5,2,6,2,5,1,5,1,4,4,2,3,3,1,4,3,3,2,4,2,4,2,2,3,1,3,2,4,45,"Virginia","Midwest","Some college","City",NA,2,3,4,1,"Female",25,10,21,9,3,1.58795,10,10,11,4,12
40094733,3,4,4,4,5,5,6,4,4,2,4,3,4,2,2,5,4,2,2,2,5,4,3,4,3,5,5,2,4,3,54,"West Virginia","Midwest","2-year","Town",7,0,5,7,7,"Female",21,23,24,12,3,-7.4120498,5,9,7,7,10
40103297,5,3,6,2,4,3,5,5,4,3,3,3,5,4,4,2,3,3,3,4,2,2,2,4,3,4,4,2,5,3,42,"New Jersey","Northeast","Post-grad","Suburb",5,0,1,2,2,"Female",24,17,24,3,4,4.5879502,9,9,8,5,8
40122813,2,4,5,6,4,5,5,1,3,4,3,1,2,2,2,3,1,1,1,3,2,1,3,2,1,1,3,2,1,1,51,"Ohio","South","High school graduate","Town",2,2,2,5,3,"Female",16,12,8,9,3,-4.4120498,4,8,11,10,7
40131554,4,3,4,6,7,5,6,4,3,2,3,3,4,3,4,2,3,3,3,3,4,2,5,2,5,2,4,3,2,3,36,"Pennsylvania","Northeast","Some college","Town",5,6,6,8,2,"Male",29,16,18,20,1,10.58795,6,10,7,10,12
40150906,6,5,7,2,5,2,5,5,6,2,4,3,4,3,3,1,4,4,3,4,4,3,1,1,1,4,1,1,4,4,55,"Texas","Midwest","4-year","City",10,0,6,3,6,"Female",21,11,25,9,4,-8.4120502,11,7,9,3,10
40171885,5,5,6,6,6,5,5,5,6,2,5,5,5,3,4,5,5,4,5,5,4,4,3,5,4,4,5,5,5,4,33,"Ohio","South","2-year","City",5,8,9,8,5,"Male",35,24,30,25,4,13.58795,7,7,8,7,11
40171997,4,4,4,4,4,4,4,4,4,4,3,3,3,1,3,3,1,1,3,1,3,3,1,1,1,3,1,1,3,1,47,"California","West","No HS","City",NA,NA,NA,NA,5,"Male",14,11,15,NA,NA,-0.41205001,7,7,7,7,7
40174342,4,3,7,3,6,4,5,3,6,4,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,2,1,3,3,67,"Colorado","West","4-year","Rural area",4,6,5,5,6,"Female",19,14,19,16,2,-20.41205,7,9,11,4,9
40178912,3,3,4,4,5,5,5,6,6,6,5,4,3,4,3,4,4,4,4,4,4,5,2,2,4,4,2,4,3,4,21,"Texas","Midwest","High school graduate","Town",4,3,4,3,6,"Male",30,15,28,10,3,25.58795,5,9,5,5,6
40188887,3,3,6,2,4,6,6,1,5,5,4,4,3,2,2,1,3,2,3,3,4,3,4,3,4,3,4,2,3,3,56,"Washington","West","4-year","Town",2,2,2,2,2,"Male",25,15,20,6,4,-9.4120502,4,10,12,4,6
40202445,2,5,6,2,3,5,5,1,5,2,2,2,2,1,4,2,1,2,2,1,3,1,2,1,1,2,4,1,2,2,66,"Georgia","Midwest","Some college","Rural area",10,0,2,2,4,"Female",15,12,11,4,3,-19.41205,4,7,12,4,8
40216396,4,4,7,6,4,5,7,1,3,5,5,4,4,4,5,4,3,3,5,3,4,4,5,2,5,3,4,4,4,3,34,"North Carolina","Midwest","2-year","City",5,5,5,5,4,"Male",35,18,25,15,2,12.58795,6,10,13,10,6
40227189,1,1,7,1,5,7,3,1,7,5,4,5,5,5,4,5,5,3,5,3,3,5,3,5,5,5,2,4,5,3,47,"South Dakota","South","2-year","City",10,0,1,1,5,"Female",31,20,33,2,4,-0.41205001,1,9,13,1,7
40233686,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,3,2,2,1,1,2,2,3,2,3,3,2,2,45,"New York","Northeast","Some college","Suburb",2,4,7,4,5,"Male",17,12,14,15,2,1.58795,7,7,7,7,7
40248727,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,48,"New York","Northeast","High school graduate","City",NA,NA,NA,NA,5,"Female",26,15,20,NA,0,-1.41205,7,7,7,7,7
40254047,5,3,5,5,3,2,7,7,2,2,2,2,3,3,2,1,2,3,3,2,2,2,2,3,3,2,2,3,2,3,37,"Michigan","South","2-year","Rural area",5,4,0,4,1,"Male",20,11,16,8,2,9.5879498,10,11,5,10,8
40331101,6,3,6,2,7,2,3,2,5,2,5,4,5,4,4,1,4,3,4,4,5,4,3,4,5,4,5,4,4,5,59,"Florida","Midwest","4-year","Suburb",5,1,4,8,2,"Male",34,20,27,13,3,-12.41205,11,7,11,4,12
40355210,4,6,6,5,3,7,2,1,3,4,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,30,"New York","Northeast","Some college","Town",8,0,3,3,5,"Female",25,16,20,6,4,16.58795,4,3,12,9,6
40369262,3,1,7,2,2,5,5,1,6,3,4,4,2,3,4,1,4,5,4,4,4,4,4,3,5,2,4,3,4,4,56,"Connecticut","Northeast","High school graduate","Town",5,0,0,5,0,"Female",32,14,26,5,1,-9.4120502,5,11,13,3,6
40382689,3,2,4,1,5,7,6,4,7,5,5,3,3,5,2,2,5,4,2,4,5,4,4,2,5,3,4,2,4,4,44,"District of Columbia","Midwest","Some college","City",5,5,5,5,5,"Male",28,16,28,15,2,2.58795,3,11,7,1,7
40385012,3,1,6,2,4,5,5,2,5,4,3,4,3,4,2,2,4,3,4,3,3,2,3,2,3,4,2,1,4,2,52,"Florida","Midwest","High school graduate","City",NA,0,0,0,4,"Male",21,12,25,0,2,-5.4120498,5,11,11,4,7
40394942,4,2,5,1,5,5,4,2,7,3,4,5,4,4,4,2,5,5,4,4,4,5,4,3,4,5,4,4,5,5,42,"South Carolina","Midwest","2-year","Town",10,2,7,8,8,"Female",33,17,34,17,3,4.5879502,6,9,10,1,9
40518534,7,2,6,1,4,2,6,1,2,2,3,2,4,4,1,4,4,4,2,3,4,4,3,4,3,4,4,1,4,4,51,"California","West","2-year","City",8,1,0,7,6,"Female",20,20,26,8,4,-4.4120498,12,11,12,6,9
40543029,3,3,7,4,4,5,6,1,6,2,4,4,4,4,4,3,2,1,2,3,4,3,3,3,4,1,4,1,1,4,61,"Florida","Midwest","High school graduate","Suburb",4,3,3,3,1,"Female",25,18,16,9,2,-14.41205,5,10,13,5,9
40685853,4,2,7,2,7,5,6,1,7,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,29,"Texas","Midwest","Post-grad","Suburb",7,5,5,5,8,"Female",40,25,35,15,2,17.58795,6,11,13,2,11
40701138,4,1,6,2,6,3,6,2,6,1,1,2,5,3,1,5,5,2,1,1,5,4,1,4,1,4,5,1,4,1,69,"Florida","Midwest","2-year","City",8,8,8,6,5,"Male",8,24,24,22,3,-22.41205,8,12,11,3,12
40708262,4,1,7,2,4,5,6,1,4,4,4,3,3,3,4,2,3,2,3,3,3,2,3,3,3,3,3,3,4,2,52,"Arizona","West","2-year","Suburb",5,5,7,5,3,"Male",25,14,20,17,2,-5.4120498,6,12,13,5,7
40735331,1,1,7,2,6,6,7,1,6,3,4,4,2,4,4,2,2,4,4,4,2,3,2,2,5,4,2,2,4,4,39,"Iowa","South","2-year","City",5,0,0,0,1,"Male",29,10,25,0,1,7.5879502,2,13,13,3,10
40888322,7,5,6,2,3,1,5,2,6,5,4,4,3,2,4,3,4,3,4,2,3,3,3,3,4,4,4,4,4,3,43,"Oklahoma","Midwest","High school graduate","Rural area",8,2,7,4,6,"Female",28,16,24,13,3,3.58795,13,7,11,3,5
40913898,6,4,7,4,7,5,6,2,6,4,3,4,5,5,4,4,5,5,4,3,3,5,3,5,4,5,5,1,5,3,58,"Texas","Midwest","Some college","Suburb",5,10,0,0,5,"Male",25,22,34,10,4,-11.41205,8,9,12,5,10
40964114,6,6,6,5,6,4,3,2,3,3,2,2,3,2,2,2,3,1,2,1,2,1,4,2,2,1,3,3,2,1,73,"California","West","Some college","Suburb",1,0,5,8,7,"Female",17,12,12,13,2,-26.41205,9,4,11,9,10
40968024,4,1,7,1,5,1,7,1,5,1,1,5,5,3,5,1,3,3,5,1,5,2,3,5,5,5,5,3,3,5,53,"Florida","Midwest","Some college","Suburb",NA,0,0,0,5,"Male",28,21,24,0,2,-6.4120498,10,13,13,3,11
41025644,5,5,6,6,3,3,4,4,4,2,1,3,3,3,3,3,3,4,1,5,3,3,5,2,1,4,5,1,3,2,59,"Florida","Midwest","High school graduate","Town",4,0,0,2,2,"Female",19,16,23,2,2,-12.41205,9,6,9,9,8
41105136,5,2,6,1,6,3,6,3,6,1,2,3,1,3,3,1,3,3,2,2,3,1,2,1,4,3,4,3,3,3,68,"Tennessee","Midwest","4-year","Suburb",8,0,6,0,0,"Male",21,10,19,6,3,-21.41205,9,11,10,2,12
41109517,5,2,4,3,5,5,7,3,6,5,4,3,4,4,4,3,4,3,4,4,3,3,4,4,4,3,4,4,3,3,58,"California","West","Some college","City",9,1,1,5,6,"Female",31,18,23,7,4,-11.41205,7,12,8,4,7
41135563,2,4,5,5,6,6,2,3,3,1,5,4,4,2,4,1,2,4,5,5,5,1,5,4,5,2,4,3,2,5,27,"West Virginia","Midwest","High school graduate","Town",3,3,4,0,0,"Female",37,18,17,7,1,19.58795,3,5,9,9,12
41148256,3,3,2,4,5,4,5,7,3,3,4,4,2,2,2,2,3,2,2,3,4,2,3,3,3,2,3,4,3,3,34,"Florida","Midwest","2-year","Suburb",3,2,4,5,7,"Female",24,14,18,11,2,12.58795,6,9,2,8,9
41159975,6,1,6,3,7,2,6,5,5,3,3,2,3,4,2,2,3,3,3,2,3,3,2,2,2,4,2,3,3,4,68,"Michigan","South","Post-grad","Suburb",2,2,7,7,6,"Male",21,12,22,16,3,-21.41205,11,12,8,5,11
41165629,5,2,3,4,5,5,5,4,4,4,1,2,3,3,1,2,2,1,1,1,4,2,1,1,2,3,2,1,3,2,38,"Colorado","West","Some college","Suburb",6,2,6,8,7,"Male",10,12,16,16,2,8.5879498,7,10,6,7,8
41165723,4,5,3,3,6,5,6,4,5,2,3,3,3,5,3,2,4,3,3,4,2,3,4,4,4,5,3,3,5,4,56,"Arizona","West","2-year","City",5,1,2,3,6,"Female",28,14,28,6,2,-9.4120502,6,8,6,5,11
41213684,3,4,5,7,4,6,5,4,4,3,2,1,1,1,4,1,1,1,1,2,4,1,2,3,2,3,2,2,1,1,27,"New York","Northeast","4-year","City",5,NA,NA,NA,0,"Male",16,11,9,NA,1,19.58795,4,8,8,10,8
41239820,5,3,5,2,5,3,4,2,5,3,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,44,"New Hampshire","Northeast","Some college","City",5,0,3,0,5,"Male",30,19,28,3,3,2.58795,9,8,10,4,9
41314056,7,7,7,7,7,7,7,7,7,7,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,30,"Texas","Midwest","Some college","City",NA,NA,NA,NA,NA,"Female",8,9,11,NA,NA,16.58795,7,7,7,7,7
41356662,4,3,5,6,5,6,5,6,4,2,3,2,2,2,3,3,1,2,3,1,3,1,2,2,2,1,3,3,3,1,27,"New Hampshire","Northeast","High school graduate","Town",NA,0,0,0,0,"Male",18,13,12,0,0,19.58795,5,9,6,9,10
41507312,2,3,6,4,5,6,6,1,6,3,3,4,4,3,5,1,4,3,3,3,4,4,3,2,3,4,3,3,3,3,63,"Kentucky","Midwest","4-year","Suburb",8,0,5,8,7,"Male",26,14,25,13,4,-16.41205,3,10,12,5,9
41586332,4,4,4,4,4,4,4,4,4,4,3,4,3,1,3,4,3,3,3,3,4,4,2,3,3,3,3,3,4,4,53,"Florida","Midwest","Some college","Other",NA,NA,NA,NA,8,"Male",24,17,22,NA,NA,-6.4120498,7,7,7,7,7
41614740,2,3,4,2,5,7,5,6,6,2,4,5,5,2,2,4,5,2,4,3,5,5,3,5,5,4,4,5,5,4,39,"Washington","West","Some college","Rural area",5,0,0,0,8,"Male",30,23,28,0,4,7.5879502,2,9,5,3,10
41681835,7,2,7,2,7,2,7,2,7,2,4,3,4,3,2,2,2,3,3,3,4,3,3,4,3,2,4,2,2,2,38,"Georgia","Midwest","No HS","Rural area",NA,5,5,5,8,"Male",22,18,18,15,1,8.5879498,12,12,12,2,12
41739350,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,35,"California","West","High school graduate","City",NA,NA,NA,NA,NA,"Female",24,15,21,NA,NA,11.58795,7,7,7,7,7
41781425,7,3,6,3,7,2,6,5,2,1,1,2,5,1,1,4,2,1,1,1,5,3,1,5,1,3,5,1,1,2,32,"Pennsylvania","Northeast","Some college","City",0,0,0,0,6,"Male",9,24,13,0,4,14.58795,12,10,8,8,13
41822758,5,2,3,3,6,6,6,3,6,6,3,3,1,2,3,3,3,3,2,1,3,3,1,2,1,3,5,5,3,1,56,"Georgia","Midwest","Some college","Suburb",NA,0,0,0,1,"Male",17,14,20,0,0,-9.4120502,6,11,7,4,7
41823566,3,4,4,5,4,3,5,6,3,5,2,2,4,3,4,4,3,4,2,2,3,2,2,1,2,4,4,2,2,4,60,"New Jersey","Northeast","High school graduate","Suburb",8,5,7,2,3,"Male",20,16,20,14,1,-13.41205,7,8,5,9,6
41896677,6,3,6,1,5,1,3,1,4,2,4,3,4,4,3,4,4,5,3,3,4,5,3,4,2,4,4,2,5,2,63,"Pennsylvania","Northeast","4-year","Town",6,0,6,8,7,"Female",22,20,30,14,3,-16.41205,12,7,12,4,10
41909342,6,6,5,6,6,6,6,5,5,5,4,5,4,5,4,5,5,5,5,5,3,4,3,5,4,5,5,5,4,5,34,"Ohio","South","Some college","City",7,9,9,9,5,"Male",35,22,33,27,0,12.58795,7,7,7,8,8
41912471,6,5,7,5,5,6,6,2,5,5,3,3,3,3,3,4,4,3,5,3,3,3,4,3,3,3,4,3,3,2,33,"Florida","Midwest","High school graduate","City",9,8,8,8,7,"Male",26,17,22,24,3,13.58795,7,8,12,7,7
41944608,5,4,6,5,5,5,5,2,4,3,2,3,3,3,3,2,4,3,4,3,1,3,4,2,3,3,2,4,2,3,40,"California","West","4-year","Suburb",5,7,7,7,7,"Female",26,10,21,21,2,6.5879502,7,8,11,8,9
41959959,4,3,7,2,7,3,7,3,7,1,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,34,"Washington","West","Some college","City",0,3,5,10,5,"Female",36,25,35,18,4,12.58795,8,11,11,2,13
41968782,5,2,7,1,3,4,6,1,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,55,"Missouri","South","High school graduate","Town",6,0,0,4,5,"Female",32,20,28,4,3,-8.4120502,8,11,13,1,8
41979542,6,2,7,1,6,2,7,3,7,1,1,5,5,5,2,2,5,4,1,2,5,5,2,4,3,5,3,1,5,4,34,"Colorado","West","4-year","Suburb",5,0,5,7,5,"Male",16,19,34,12,4,12.58795,11,12,11,1,12
42035292,6,3,5,2,6,1,7,6,5,2,4,2,4,3,1,4,2,3,1,3,2,2,2,3,4,5,2,3,3,2,49,"Texas","Midwest","4-year","Suburb",9,0,8,9,6,"Female",20,15,20,17,3,-2.41205,12,11,6,4,11
42192089,4,5,5,2,5,5,5,5,6,2,3,4,2,5,3,3,4,4,3,3,3,4,2,4,2,3,3,1,3,4,35,"North Carolina","Midwest","4-year","City",4,5,4,8,8,"Female",21,15,27,17,2,11.58795,6,7,7,3,10
42262030,4,2,5,1,3,4,4,1,7,4,3,4,3,2,3,2,2,3,5,2,4,2,3,2,3,3,4,3,2,4,69,"New Jersey","Northeast","Post-grad","Suburb",5,4,3,3,8,"Female",26,15,18,10,3,-22.41205,7,9,11,1,6
42350656,5,4,6,4,5,1,3,1,3,2,1,2,3,3,1,2,1,3,1,1,4,4,1,3,2,4,4,2,4,2,49,"District of Columbia","Midwest","Post-grad","City",4,3,7,8,4,"Male",11,16,21,18,2,-2.41205,11,6,12,8,10
42375707,3,2,7,2,5,3,4,1,6,3,2,4,4,4,4,4,4,4,2,1,3,3,3,2,2,4,4,3,4,2,56,"Ohio","South","2-year","City",7,1,4,6,6,"Female",19,17,27,11,2,-9.4120502,7,9,13,3,9
42392755,4,3,6,3,6,2,6,4,4,2,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,4,62,"Nebraska","South","2-year","City",8,2,5,5,5,"Female",32,18,26,12,4,-15.41205,9,10,9,6,11
42415114,2,6,6,1,4,6,6,2,6,6,1,3,4,4,3,5,4,4,3,2,5,4,1,4,2,3,4,2,5,4,61,"Alabama","Midwest","High school graduate","Suburb",6,0,1,6,8,"Female",18,22,27,7,4,-14.41205,3,7,11,2,5
42479615,7,3,7,1,7,3,5,1,5,1,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,73,"Texas","Midwest","Post-grad","Suburb",9,2,6,6,6,"Female",30,20,28,14,3,-26.41205,11,9,13,3,13
42517457,7,1,5,1,7,2,7,4,7,1,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,59,"Montana","West","2-year","Suburb",5,0,0,0,0,"Female",38,24,35,0,0,-12.41205,12,13,8,1,13
42523622,2,2,6,2,4,5,3,3,6,2,2,3,3,1,2,3,3,2,2,4,4,3,2,3,3,4,4,2,4,4,53,"Wyoming","West","High school graduate","Town",10,0,3,7,1,"Female",21,17,20,10,4,-6.4120498,4,8,10,3,9
42567605,6,2,7,4,7,7,7,1,6,4,1,4,4,5,1,5,3,5,1,1,4,3,1,5,1,5,5,1,5,1,62,"Washington","West","Some college","Rural area",10,NA,NA,NA,3,"Male",8,23,30,NA,4,-15.41205,6,12,13,5,10
42581232,5,5,5,3,5,4,4,3,6,5,2,2,2,2,4,2,3,2,2,2,2,3,2,2,2,4,3,2,4,2,46,"Texas","Midwest","High school graduate","Rural area",10,1,5,5,6,"Male",18,11,20,11,3,0.58794999,8,6,9,4,7
42591416,7,5,7,5,7,3,4,1,3,1,3,4,5,3,3,1,4,4,2,3,4,3,3,4,3,3,4,2,3,3,65,"New York","Northeast","4-year","Rural area",10,10,10,5,6,"Female",22,18,24,25,4,-18.41205,11,6,13,9,13
42596557,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,45,"California","West","High school graduate","Suburb",5,2,2,2,3,"Male",40,25,33,6,4,1.58795,7,7,7,7,7
42598923,5,5,6,5,5,6,5,6,6,6,4,5,5,5,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,5,39,"Iowa","South","High school graduate","Suburb",5,9,10,10,8,"Female",35,22,31,29,3,7.5879502,6,7,7,6,6
42601090,1,4,6,1,6,5,6,1,6,1,1,3,3,4,3,3,3,3,4,2,4,4,2,2,2,3,4,2,4,3,62,"Missouri","South","Some college","Rural area",5,6,0,1,6,"Male",19,16,24,7,4,-15.41205,3,9,12,2,12
42812142,5,1,7,1,5,5,7,1,7,3,5,4,5,4,4,5,4,2,4,2,5,3,3,4,4,4,5,5,4,5,59,"Arkansas","Midwest","High school graduate","Town",10,2,2,2,7,"Male",32,24,25,6,2,-12.41205,7,13,13,1,9
42822371,3,2,6,2,5,6,5,4,4,3,4,4,4,3,2,3,2,4,2,3,3,2,4,3,5,4,3,3,3,5,53,"California","West","High school graduate","City",7,0,0,0,5,"Female",28,16,22,0,2,-6.4120498,4,10,9,5,9
42825760,2,2,5,6,5,6,5,2,6,2,1,3,2,1,2,3,1,1,1,1,2,1,1,3,2,2,3,2,1,1,61,"Michigan","South","Some college","City",NA,0,0,5,0,"Female",11,13,10,5,1,-14.41205,3,10,10,7,10
42834073,4,3,4,3,4,3,4,5,3,4,2,3,2,3,4,4,3,3,3,3,2,3,2,5,4,3,4,2,4,3,25,"Pennsylvania","Northeast","4-year","Suburb",0,6,5,4,5,"Male",23,17,22,15,3,21.58795,8,8,6,7,7
42856517,4,4,6,2,7,4,4,3,4,4,2,3,3,3,5,5,3,3,3,2,5,3,2,5,3,4,5,3,4,3,70,"Texas","Midwest","Post-grad","City",10,0,5,7,2,"Female",23,23,23,12,4,-23.41205,7,7,10,5,10
42870780,4,4,4,4,4,4,4,4,4,4,2,3,2,3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,3,3,42,"Colorado","West","4-year","Town",3,6,5,6,4,"Female",22,13,19,17,2,4.5879502,7,7,7,7,7
